Šifra,Oznaka,Naziv dijagnoze,Latinski naziv dijagnoze
5873,N025,Povratna i trajna pojava krvi u mokraći-glomerulonephritis mesangiocapillaris di,Haematuria recidiva et persistens-glomerulonephritis mesangiocapillaris diffusa
5874,N026,Povratna i trajna pojava krvi u mokraći-glomerulonephritis membranoproliferativa,Haematuria recidiva et persistens-glomerulonephritis membranoproliferativa typus
5875,N027,Povratna i trajna pojava krvi u mokraći-glomerulonephritis extracapillaris,Haematuria recidiva et persistens-glomerulonephritis extracapillaris
5876,N028,Povratna i trajna pojava krvi u mokraći-glomerulonephritis proliferativa NOS,Haematuria recidiva et persistens-glomerulonephritis proliferativa NOS
5877,N029,"Povratna i trajna pojava krvi u mokraći-glomerulonephritis,non specificata","Haematuria recidiva et persistens-glomerulonephritis,non specificata"
5878,N03,Hronični zapaljenski bubrežni sindrom,Syndroma nephritica chronica
5879,N030,Hronični zapaljenski bubrežni sindrom-laesiones glomerulares minores,Syndroma nephritica chronica-laesiones glomerulares minores
5880,N031,Hronični zapaljenski bubrežni sindrom-glomerulonephritis focalis et segmentalis,Syndroma nephritica chronica-glomerulonephritis focalis et segmentalis
5881,N032,Hronični zapaljenski bubrežni sindrom-glomerulonephritis membranosa diffusa,Syndroma nephritica chronica-glomerulonephritis membranosa diffusa
5882,N033,Hronični zapaljenski bubrežni sindrom-glomerulonephritis mesangioproliferativa d,Syndroma nephritica chronica-glomerulonephritis mesangioproliferativa diffusa
5883,N034,Hronični zapaljenski bubrežni sindrom-glomerulonephritis endocapillaris prolifer,Syndroma nephritica chronica-glomerulonephritis endocapillaris proliferativa dif
5884,N035,Hronični zapaljenski bubrežni sindrom-glomerulonephritis mesangiocapillaris diff,Syndroma nephritica chronica-glomerulonephritis mesangiocapillaris diffusa
5885,N036,Hronični zapaljenski bubrežni sindrom-glomerulonephritis membranoproliferativa t,Syndroma nephritica chronica-glomerulonephritis membranoproliferativa typus 2
5886,N037,Hronični zapaljenski bubrežni sindrom-glomerulonephritis extracapillaris,Syndroma nephritica chronica-glomerulonephritis extracapillaris
5887,N038,Hronični zapaljenski bubrežni sindrom-glomerulonephritis proliferativa NOS,Syndroma nephritica chronica-glomerulonephritis proliferativa NOS
5888,N039,"Hronični zapaljenski bubrežni sindrom-glomerulonephritis,non specificata","Syndroma nephritica chronica-glomerulonephritis,non specificata"
5889,N04,Sindrom oboljenja bubrega,Syndroma nephroticum
5890,N040,Sindrom oboljenja bubrega-laesiones glomerulares minores,Syndroma nephroticum-laesiones glomerulares minores
5891,N041,Sindrom oboljenja bubrega-glomerulonephritis focalis et segmentalis,Syndroma nephroticum-glomerulonephritis focalis et segmentalis
5892,N042,Sindrom oboljenja bubrega-glomerulonephritis membranosa diffusa,Syndroma nephroticum-glomerulonephritis membranosa diffusa
5893,N043,Sindrom oboljenja bubrega-glomerulonephritis mesangioproliferativa diffusa,Syndroma nephroticum-glomerulonephritis mesangioproliferativa diffusa
5894,N044,Sindrom oboljenja bubrega-glomerulonephritis endocapillaris proliferativa diffus,Syndroma nephroticum-glomerulonephritis endocapillaris proliferativa diffusa
5895,N045,Sindrom oboljenja bubrega-glomerulonephritis mesangiocapillaris diffusa,Syndroma nephroticum-glomerulonephritis mesangiocapillaris diffusa
5896,N046,Sindrom oboljenja bubrega-glomerulonephritis membranoproliferativa typus 2,Syndroma nephroticum-glomerulonephritis membranoproliferativa typus 2
5897,N047,Sindrom oboljenja bubrega-glomerulonephritis extracapillaris,Syndroma nephroticum-glomerulonephritis extracapillaris
5898,N048,Sindrom oboljenja bubrega-glomerulonephritis proliferativa NOS,Syndroma nephroticum-glomerulonephritis proliferativa NOS
5899,N049,"Sindrom oboljenja bubrega-glomerulonephritis,non specificata","Syndroma nephroticum-glomerulonephritis,non specificata"
5900,N05,Neoznačen zapaljenski bubrežni sindrom,Syndroma nephritica non specificata
5901,N050,Neoznačen zapaljenski bubrežni sindrom-laesiones glomerulares minores,Syndroma nephritica non specificata-laesiones glomerulares
5902,N051,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis focalis et segmentalis,Syndroma nephritica non specificata-glomerulonephritis focalis et segmentalis
5903,N052,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis membranosa diffusa,Syndroma nephritica non specificata-glomerulonephritis membranosa diffusa
5904,N053,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis mesangioproliferativa,Syndroma nephritica non specificata-glomerulonephritis mesangioproliferativa dif
5905,N054,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis endocapillaris prolife,Syndroma nephritica non specificata-glomerulonephritis endocapillaris proliferat
5906,N055,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis mesangiocapillaris dif,Syndroma nephritica non specificata-glomerulonephritis mesangiocapillaris diffus
5907,N056,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis membranoproliferativa,Syndroma nephritica non specificata-glomerulonephritis membranoproliferativa typ
5908,N057,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis extracapillaris,Syndroma nephritica non specificata-glomerulonephritis extracapillaris
5909,N058,Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis proliferativa NOS,Syndroma nephritica non specificata-glomerulonephritis proliferativa NOS
5910,N059,"Neoznačen zapaljenski bubrežni sindrom-glomerulonephritis,non specificata","Syndroma nephritica non specificata-glomerulonephritis,non specificata"
5911,N06,Belančevine u mokraći sa označenim morfološkim oštećenjem,Proteinuria cum laesione morphologica specificata
5912,N060,Belančevine u mokraći sa označenim morfološkim oštećenjem-laesiones glomerulare,Proteinuria cum leasione morphologica specificata-laesiones glomerulares
5913,N061,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis fo,Proteinuria cum leasione morphologica specificata-glomerulonephritis focalis et
5914,N062,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis me,Proteinuria cum leasione morphologica specificata-glomerulonephritis membranosa
5915,N063,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis me,Proteinuria cum leasione morphologica specificata-glomerulonephritis mesangiopro
5916,N064,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis en,Proteinuria cum leasione morphologica specificata-glomerulonephrit.endocapill.pr
5917,N065,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis me,Proteinuria cum leasione morphologica specificata-glomerulonephritis mesangiocap
5918,N066,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis me,Proteinuria cum leasione morphologica specificata-glomerulonephritis membranopro
5919,N067,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis ex,Proteinuria cum leasione morphologica specificata-glomerulonephritis extracapill
5920,N068,Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis pr,Proteinuria cum leasione morphologica specificata-glomerulonephritis proliferati
5921,N069,"Belančevine u mokraći sa označenim morfološkim oštećenjem-glomerulonephritis,no","Proteinuria cum leasione morphologica specificata-glomerulonephritis,non specifi"
5922,N07,Nasledno oboljenje bubrega,Nephropathia hereditaria
5923,N070,Nasledno oboljenje bubrega-laesiones glomerulares minores,Nephropathia hereditaria-laesiones glomerulares
5924,N071,Nasledno oboljenje bubrega-glomerulonephritis focalis et segmentalis,Nephropathia hereditaria-glomerulonephritis focalis et segmentalis
5925,N072,Nasledno oboljenje bubrega-glomerulonephritis membranosa diffusa,Nephropathia hereditaria-glomerulonephritis membranosa diffusa
5926,N073,Nasledno oboljenje bubrega-glomerulonephritis mesangioproliferativa diffusa,Nephropathia hereditaria-glomerulonephritis mesangioproliferativa diffusa
5927,N074,Nasledno oboljenje bubrega-glomerulonephritis endocapillaris proliferativa diffu,Nephropathia hereditaria-glomerulonephritis endocapillaris proliferativa diffusa
5928,N075,Nasledno oboljenje bubrega-glomerulonephritis mesangiocapillaris diffusa,Nephropathia hereditaria-glomerulonephritis mesangiocapillaris diffusa
5929,N076,Nasledno oboljenje bubrega-glomerulonephritis membranoproliferativa typus 2,Nephropathia hereditaria-glomerulonephritis membranoproliferativa typus 2
5930,N077,Nasledno oboljenje bubrega-glomerulonephritis extracapillaris,Nephropathia hereditaria-glomerulonephritis extracapillaris
5931,N078,Nasledno oboljenje bubrega-glomerulonephritis proliferativa NOS,Nephropathia hereditaria-glomerulonephritis proliferativa NOS
5932,N079,"Nasledno oboljenje bubrega-glomerulonephritis,non specificata","Nephropathia hereditaria-glomerulonephritis,non specificata"
5933,N08,Oboljenje glomerula bubrega u drugim bolestima,Glomerulonephropathia in morbis aliis
5934,N080,Oboljenje glomerula bubrega u zaraznim bolestima i parazitarnim bolestima,Glomerulonephropathia in morbis infectivis et morbis parasitariis
5935,N081,Oboljenje glomerula bubrega kod malignih tumora,Glomerulonephropathia neoplastica
5936,N082,Oboljenje glomerula bubrega u bolestima krvi i poremećajima imuniteta,Glomerulonephropathia in morbis sanguinis et disordines systematis imunologicis
5937,N083,Oboljenje glomerula bubrega kod šećerne bolesti,Glomerulonephropathia diabetica (E10-E14+)
5938,N084,"Oboljenje glomerula bubrega kod bolesti žlezda sa unutrašnjim lučenjem, ishrane",Glomerulonephropathia in morbis glandularum endocrinarum nutritionis et metaboli
5939,N085,Oboljenje glomerula bubrega u sistemskim bolestima vezivnog tkiva,Glomerulonephropathia in morbis textus connexivi systematicis
5940,N088,Oboljenje glomerula bubrega u drugim bolestima,Glomerulonephropathia in morbis aliis
5941,N10,Akutno zapaljenje kanalića bubrega i međućelijskog tkiva,Nephritis tubulointerstitialis acuta
5942,N11,Hronično zapaljenje kanalića bubrega i međućelijskog tkiva,Nephritis tubulointerstitialis chronica
5943,N110,Hronično zapaljenje karličice bubrega i bubrega bez prepreke sa zastojem mokraće,Pyelonephritis cum refluo non obstructiva chronica
5944,N111,Hronično zapaljenje karličice bubrega i bubrega sa preprekom,Pyelonephritis obstrucitva chronica
5945,N118,Drugo hronično zapaljenje kanalića bubrega i međućelijskog tkiva,Nephritis tubulointerstitialis chronica alia
5946,N119,"Hronično zapaljenje kanalića bubrega i međućelijskog tkiva, neoznačeno","Nephritis tubulointerstitialis chronica, non specificata"
5947,N12,"Zapaljenje kanalića bubrega i međućelijskog tkiva, neoznačeno","Nephritis tubulointerstitialis, non specificata"
5948,N13,Oboljenje mokraćnog sistema uzrokovano preprekom sa vraćanjem mokraće,Uropathia obstructiva et refluum
5949,N130,Zastoj mokraće u bubregu uzrokovan preprekom mokraćovoda bubrega,Hydronephrosis obstructiva ureteropelvica
5950,N131,Zastoj mokraće u bubregu sa suženjem mokraćovoda bubrega,Hydronephrosis cum strictura ureteris
5951,N132,Zastoj mokraće u bubregu kod zapušenja bubrega i mokraćovoda kamencem u bubreg,uHydronephrosis obstructiva calculosa (renis et ureteris)
5952,N133,Drugi i neoznačen zastoj mokraće,Hydronephrosis alia et non specificata
5953,N134,Zastoj mokraće u mokraćovodu bubrega,Hydroureter
5954,N135,Pregib i suženje mokraćovoda bubrega bez zastoja mokraće,Flexio et strictura ureteris sine hydronephrosi
5955,N136,Gnojenje bubrega,Pyonephrosis
5956,N137,Vraćanje mokraće iz mokraćne bešike u mokraćovod bubrega,Regurgitatio urinae vesicoureteris
5957,N138,Drugo oboljenje mokraćnog sistema uzrokovano zastojem mokraće,Uropathia obstructiva propter refluum alia
5958,N139,"Oboljenje mokraćnog sistema uzrokovano zastojem mokraće, neoznačeno","Uropathia obstructiva propter refluum, non specificata"
5959,N14,Oboljenje kanalića bubrega i međućelijskog tkiva uzrokovano lekovima i teškim me,Nephropathia tubulointerstitialis propter medicamenta et metalla gravia
5960,N140,Oboljenje bubrega uzrokovano lekovima protiv bolova,Nephropathia analgetica
5961,N141,"Oboljenje bubrega uzrokovano drugim lekovima, lekovitim supstancijama i biološki","Nephropathia propter medicamenta alia, substantias medicinales et materiam biolo"
5962,N142,"Oboljenje bubrega uzrokovano neoznačenim lekovima, lekovitim supstancijama i bio","Nephropathia propter medicamenta, non specificata, substantias medicinales et ma"
5963,N143,Oboljenje bubrega uzrokovano teškim metalima,Nephropathia propter metalla gravia
5964,N144,Oboljenje bubrega uzrokovano toksinima,Nephropathia toxica
5965,N15,Drugo oboljenje kanalića bubrega i međućelijskog tkiva,Nephropathia tubulointerstitialis alia
5966,N150,Balkansko stalno oboljenje bubrega,Nephropathia endemica balcanica
5967,N151,Zagnoj u bubregu i oko bubrega,Abscessus renis et perirenalis
5968,N158,Drugo označeno oboljenje kanalića bubrega i međućelijskog tkiva,"Nephropathia tubulointerstitialis alia, specificata"
5969,N159,"Oboljenje kanalića bubrega i međućelijskog tkiva, neoznačeno","Nephropathia tubulointerstitialis, non specificata"
5970,N16,Oboljenja kanalića bubrega i međućelijskog tkiva u drugim bolestima,Nephropathia tubulointerstitialis in morbis aliis
5971,N160,Oboljenje kanalića bubrega i međućelijskog tkiva u zaraznim bolestima i parazita,Nephropathia tubulointerstitialis in morbis infectivis et morbis parasitariis
5972,N161,Oboljenje kanalića bubrega i međućelijskog tkiva kod tumora,Nephropathia tubulointerstitialis neoplastica
5973,N162,Oboljenje kanalića bubrega i međućelijskog tkiva u bolestima krvi i sistema imun,Nephropathia tubulointerstitialis in morbis sanguinis et systematis immunologici
5974,N163,Oboljenje kanalića bubrega i međućelijskog tkiva u bolestima metabolizma,Nephropathia tubulointerstitialis in morbis metabolicis
5975,N164,Oboljenje kanalića bubrega i međućelijskog tkiva u sistemskim bolestima vezivnog,Nephropathia tubuloinetrstitialis in morbis textus connexivi systematicis
5976,N165,Oboljenje kanalića bubrega i međućelijskog tkiva posle transplantacije,Nephropathia tubulointerstitialis post transplantationem (T86.-+)
5977,N168,Oboljenje kanalića bubrega i međućelijskog tkiva u drugim bolestima,Nephropathia tubulointerstitialis in morbis aliis
5978,N17,Akutna nedovoljna funkcija bubrega,Insufficientia renalis acuta
5979,N170,Akutna nedovoljna funkcija bubrega sa izumiranjem kanalića bubrega,Insufficientia renalis cum necrosi tubulorum acuta
5980,N171,Akutna nedovoljna funkcija bubrega sa izumiranjem kore bubrega,Insufficientia renalis acuta sum necrosi corticali
5981,N172,Akutna nedovoljna funkcija bubrega sa izumiranjem središnog dela bubrega,Insufficientia renalis acuta cum necrosi medullari
5982,N178,Druga akutna nedovoljna funkcija bubrega,Insufficientia renalis acuta alia
5983,N179,"Akutna nedovoljna funkcija bubrega, neoznačena","Insufficientia renalis acuta, non specificata"
5984,N18,Hronična nedovoljna funkcija bubrega,Insufficientia renalis chronica
5985,N180,Završna nedovoljna funkcija bubrega,Insufficientia renalis terminalis
5986,N188,Druga hronična nedovoljna funkcija bubrega,Insufficientia renalis chronica alia
5987,N189,"Hronična nedovoljna funkcija bubrega, neoznačena","Insufficientia renalis chronica, non specificata"
5988,N19,"Nedovoljna funkcija bubrega, neoznačena","Insufficientia renalis, non specificata"
5989,N20,Kamenci u bubregu i mokraćovodu bubrega,Nephrolithiasis et ureterolithiasis
5990,N200,Kamen bubrega,Calculus renis
5991,N201,Kamen mokraćovoda bubrega,Calculus ureteris
5992,N202,Kamen bubrega i kamen mokraćovoda bubrega,Calculus renis et calculus ureteris
5993,N209,"Pesak u mokraćnim putevima, neoznačen","Calculosis urinaria, non specificata"
5994,N21,Kamen donjih mokraćnih puteva,Calculus tractus urinarii inferioris
5995,N210,Kamen mokraćne bešike,Calculus vesicae urinriae
5996,N211,Kamen u mokraćovodu bešike,Calculus urethralis
5997,N218,Drugi kamenci donjih mokraćnih puteva,Calculus tractus urinarii inferioris alii
5998,N219,"Kamen donjih mokraćnih puteva, neoznačen","Calculus tractus urinarii inferioris, non specificatus"
5999,N22,Kamenci mokraćovoda u drugim bolestima,Urolithiasis in morbis aliis
6000,N220,Kamenci mokraćovoda uzrokovani šistosomijazom,Urocalculosis schistosomiatica (B65.-+)
6001,N228,Kamenac mokraćovoda u drugim bolestima,Calculus tractus urinarii in morbis
6002,N23,"Kolika bubrega, neoznačena","Colica renalis, non specificata"
6003,N25,Poremećaj funkcije kanalića bubrega,Dysfunctio tubulorum renis
6004,N250,Poremećaj razvoja kostiju uzrokovan poremećajima bubrega,Osteodystrophia renalis
6005,N251,Insipidni dijabetes uzrokovan poremećajima bubrega,Diabetes insipidus nephrogenes
6006,N258,Drugi poremećaj funkcije kanalića bubrega,Dysfunctio tubulorum renis alia
6007,N259,"Poremećaj funkcije kanalića bubrega, neoznačen","Dysfunctio tubulorum renis, non specificata"
6008,N26,"Skrvčen bubreg, neoznačen","Ren contractus, non specificatus"
